"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"1170";"A043596";"2016MM05";"    2891";"    2300";"    1909";"    1711";"     198";"     949";"     858";"      91";"     960";"     853";"     107";"  184418";"  177340";"    7078";"   93465";"   90039";"    3426";"   90953";"   87301";"    3652";"  184418";"  181699";"  169045";"   12654";"    2719";"    2719";"    2719";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       4";"       4";"       0";"       2";"       2";"       0";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1171";"A043596";"2016MM06";"    2836";"    2106";"    1867";"    1639";"     228";"     927";"     820";"     107";"     940";"     819";"     121";"  176708";"  169986";"    6722";"   87930";"   84450";"    3480";"   88778";"   85536";"    3242";"  176708";"  174172";"  165674";"    8498";"    2536";"    2536";"    2536";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       4";"       4";"       0";"       3";"       3";"       0";"       1";"       1";"       0";"       4";"       4";"       0";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       2";"       2";"       0";"       2";"       2";"       0";"       0";"       0";"       0";"       2";"       2";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1172";"A043596";"2016KW02";"    8302";"    6830";"    5422";"    4842";"     580";"    2698";"    2423";"     275";"    2724";"    2419";"     305";"  499177";"  483151";"   16026";"  245101";"  237487";"    7614";"  254076";"  245664";"    8412";"  499177";"  490931";"  461371";"   29560";"    8246";"    8246";"    8055";"     191";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      24";"      23";"       1";"      16";"      16";"       1";"       7";"       7";"       0";"      24";"      22";"       0";"      22";"       2";"       2";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       4";"       4";"       0";"       2";"       2";"       0";"       2";"       2";"       0";"       4";"       4";"       0";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1173";"A043596";"2016MM07";"    2785";"    2258";"    1765";"    1534";"     231";"     882";"     758";"     124";"     883";"     776";"     107";"  162493";"  157519";"    4974";"   74515";"   72505";"    2010";"   87978";"   85014";"    2964";"  162493";"  159890";"  144552";"   15338";"    2603";"    2603";"    2603";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       7";"       7";"       0";"       4";"       4";"       0";"       3";"       3";"       0";"       7";"       7";"       0";"       7";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1174";"A043596";"2016MM08";"    2722";"    2319";"    1723";"    1530";"     193";"     859";"     766";"      93";"     864";"     764";"     100";"  161398";"  154779";"    6619";"   85739";"   81826";"    3913";"   75659";"   72953";"    2706";"  161398";"  158747";"  141981";"   16766";"    2651";"    2651";"    2651";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       7";"       7";"       0";"       5";"       5";"       0";"       2";"       2";"       0";"       7";"       7";"       0";"       7";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1175";"A043596";"2016MM09";"    2899";"    2240";"    1872";"    1659";"     213";"     928";"     831";"      97";"     944";"     828";"     116";"  168984";"  164991";"    3993";"   85312";"   83393";"    1919";"   83672";"   81598";"    2074";"  168984";"  166351";"  157894";"    8457";"    2633";"    2633";"    2633";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       8";"       8";"       0";"       5";"       5";"       0";"       3";"       3";"       0";"       8";"       8";"       0";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1176";"A043596";"2016KW03";"    8406";"    6817";"    5360";"    4723";"     637";"    2669";"    2355";"     314";"    2691";"    2368";"     323";"  492875";"  477289";"   15586";"  245566";"  237724";"    7842";"  247309";"  239565";"    7744";"  492875";"  484988";"  444427";"   40561";"    7887";"    7887";"    7887";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      22";"      22";"       0";"      14";"      14";"       0";"       8";"       8";"       0";"      22";"      22";"       0";"      22";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       2";"       2";"       0";"       0";"       0";"       0";"       2";"       2";"       0";"       2";"       2";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1177";"A043596";"2016MM10";"    2596";"    1902";"    1718";"    1543";"     175";"     857";"     774";"      83";"     861";"     769";"      92";"  142815";"  140700";"    2115";"   74663";"   73302";"    1361";"   68152";"   67398";"     754";"  142815";"  140076";"  132747";"    7329";"    2739";"    2739";"    2739";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      10";"       5";"       5";"       8";"       3";"       5";"       2";"       2";"       0";"      10";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1178";"A043596";"2016MM11";"    1888";"    1656";"    1213";"    1100";"     113";"     607";"     549";"      58";"     606";"     551";"      55";"   93856";"   92730";"    1126";"   48098";"   47644";"     454";"   45758";"   45086";"     672";"   93856";"   93806";"   93515";"     291";"      50";"      50";"      50";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1179";"A043596";"2016MM12";"    1745";"    1305";"    1172";"    1056";"     116";"     583";"     524";"      59";"     589";"     532";"      57";"   91788";"   90703";"    1085";"   42944";"   42375";"     569";"   48844";"   48328";"     516";"   91788";"   91738";"   90712";"    1026";"      50";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      50";"      50";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1180";"A043596";"2016KW04";"    6229";"    4863";"    4103";"    3699";"     404";"    2047";"    1847";"     200";"    2056";"    1852";"     204";"  328459";"  324133";"    4326";"  165705";"  163321";"    2384";"  162754";"  160812";"    1942";"  328459";"  325620";"  316974";"    8646";"    2839";"    2789";"    2789";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      50";"      50";"       0";"       0";"       0";"       0";"       0";"      10";"       5";"       5";"       8";"       3";"       5";"       2";"       2";"       0";"      10";"      10";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1181";"A043596";"2016JJ00";"   29157";"   23372";"   19055";"   17031";"    2024";"    9492";"    8510";"     982";"    9563";"    8521";"    1042";" 1643993";" 1598948";"   45045";"  818726";"  796341";"   22385";"  825267";"  802607";"   22660";" 1643993";" 1623694";" 1522714";"  100980";"   20299";"   20249";"   18977";"    1272";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      50";"      50";"       0";"       0";"       0";"       0";"       0";"      77";"      68";"       8";"      49";"      43";"       6";"      27";"      25";"       2";"      77";"      71";"       7";"      63";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       2";"       2";"       0";"       3";"       3";"       0";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
