"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"1603";"A043591";"2016MM02";"    2118";"       0";"    1983";"    1947";"      36";"     992";"     974";"      18";"     991";"     973";"      18";"  294491";"  291489";"    3002";"  144367";"  142798";"    1569";"  150124";"  148691";"    1433";"  294491";"  285783";"  277418";"    8365";"    8708";"    8708";"    8708";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1604";"A043591";"2016MM03";"    2559";"       0";"    2402";"    2326";"      76";"    1199";"    1155";"      44";"    1203";"    1171";"      32";"  358055";"  353528";"    4527";"  175806";"  173869";"    1937";"  182249";"  179659";"    2590";"  358055";"  350453";"  337239";"   13214";"    7602";"    7602";"    7602";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1605";"A043591";"2016KW01";"    6752";"       0";"    6355";"    6189";"     166";"    3174";"    3086";"      88";"    3181";"    3103";"      78";"  930342";"  918337";"   12005";"  463838";"  458017";"    5821";"  466504";"  460320";"    6184";"  930342";"  905627";"  874166";"   31461";"   24715";"   24715";"   24715";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1606";"A043591";"2016MM04";"    2947";"       0";"    2780";"    2714";"      66";"    1390";"    1355";"      35";"    1390";"    1359";"      31";"  428556";"  423501";"    5055";"  204641";"  202422";"    2219";"  223915";"  221079";"    2836";"  428556";"  420237";"  402458";"   17779";"    8319";"    8319";"    8319";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1607";"A043591";"2016MM05";"    3111";"       0";"    2945";"    2845";"     100";"    1469";"    1419";"      50";"    1476";"    1426";"      50";"  453348";"  446156";"    7192";"  234778";"  230548";"    4230";"  218570";"  215608";"    2962";"  453348";"  444217";"  418508";"   25709";"    9131";"    9131";"    9131";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1608";"A043591";"2016MM06";"    1642";"       0";"    1542";"    1480";"      62";"     775";"     738";"      37";"     767";"     742";"      25";"  231727";"  227325";"    4402";"  106523";"  104949";"    1574";"  125204";"  122376";"    2828";"  231727";"  227713";"  216850";"   10863";"    4014";"    4014";"    4014";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1609";"A043591";"2016KW02";"    7700";"       0";"    7267";"    7039";"     228";"    3634";"    3512";"     122";"    3633";"    3527";"     106";" 1113631";" 1096982";"   16649";"  545942";"  537919";"    8023";"  567689";"  559063";"    8626";" 1113631";" 1092167";" 1037816";"   54351";"   21464";"   21464";"   21464";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1610";"A043591";"2016MM07";"    3348";"       0";"    3171";"    3052";"     119";"    1584";"    1527";"      57";"    1587";"    1525";"      62";"  507699";"  496437";"   11262";"  239598";"  234393";"    5205";"  268101";"  262044";"    6057";"  507699";"  499627";"  473074";"   26553";"    8072";"    8072";"    8072";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1611";"A043591";"2016MM08";"    3316";"       0";"    3157";"    3038";"     119";"    1579";"    1518";"      61";"    1578";"    1520";"      58";"  516581";"  504689";"   11892";"  266348";"  260389";"    5959";"  250233";"  244300";"    5933";"  516581";"  507733";"  476271";"   31462";"    8848";"    8848";"    8848";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1612";"A043591";"2016MM09";"    3357";"       0";"    3192";"    3077";"     115";"    1596";"    1537";"      59";"    1596";"    1540";"      56";"  507109";"  496530";"   10579";"  256004";"  250690";"    5314";"  251105";"  245840";"    5265";"  507109";"  498764";"  474106";"   24658";"    8345";"    8345";"    8345";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1613";"A043591";"2016KW03";"   10021";"       0";"    9520";"    9167";"     353";"    4759";"    4582";"     177";"    4761";"    4585";"     176";" 1531389";" 1497656";"   33733";"  761950";"  745472";"   16478";"  769439";"  752184";"   17255";" 1531389";" 1506124";" 1423451";"   82673";"   25265";"   25265";"   25265";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1614";"A043591";"2016MM10";"    3248";"       0";"    3096";"    2946";"     150";"    1548";"    1466";"      82";"    1548";"    1480";"      68";"  490112";"  479034";"   11078";"  250067";"  243841";"    6226";"  240045";"  235193";"    4852";"  490112";"  480715";"  458322";"   22393";"    9397";"    9397";"    9397";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1615";"A043591";"2016MM11";"    2478";"       0";"    2340";"    2278";"      62";"    1169";"    1139";"      30";"    1171";"    1139";"      32";"  359269";"  357061";"    2208";"  184996";"  183944";"    1052";"  174273";"  173117";"    1156";"  359269";"  347837";"  337738";"   10099";"   11432";"   11432";"   11432";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1616";"A043591";"2016MM12";"    2458";"       2";"    2332";"    2280";"      52";"    1164";"    1133";"      31";"    1168";"    1147";"      21";"  355454";"  353325";"    2129";"  169242";"  167903";"    1339";"  186212";"  185422";"     790";"  355454";"  342494";"  331402";"   11092";"   12960";"   12960";"   12960";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1617";"A043591";"2016KW04";"    8184";"       2";"    7768";"    7504";"     264";"    3881";"    3738";"     143";"    3887";"    3766";"     121";" 1204835";" 1189420";"   15415";"  604305";"  595688";"    8617";"  600530";"  593732";"    6798";" 1204835";" 1171046";" 1127462";"   43584";"   33789";"   33789";"   33789";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1618";"A043591";"2016JJ00";"   32657";"       2";"   30910";"   29899";"    1011";"   15448";"   14918";"     530";"   15462";"   14981";"     481";" 4780197";" 4702395";"   77802";" 2376035";" 2337096";"   38939";" 2404162";" 2365299";"   38863";" 4780197";" 4674964";" 4462895";"  212069";"  105233";"  105233";"  105233";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1619";"A043591";"2017MM01";"    2545";"       0";"    2394";"    2338";"      56";"    1199";"    1166";"      33";"    1195";"    1172";"      23";"  349354";"  347805";"    1549";"  180481";"  179672";"     809";"  168873";"  168133";"     740";"  349354";"  336557";"  326194";"   10363";"   12797";"   12797";"   12797";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1620";"A043591";"2017MM02";"    2390";"       0";"    2241";"    2204";"      37";"    1120";"    1100";"      20";"    1121";"    1104";"      17";"  347522";"  346215";"    1307";"  168232";"  167612";"     620";"  179290";"  178603";"     687";"  347522";"  336189";"  326028";"   10161";"   11333";"   11333";"   11333";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1621";"A043591";"2017MM03";"    2748";"       0";"    2660";"    2616";"      44";"    1330";"    1307";"      23";"    1330";"    1309";"      21";"  416705";"  415347";"    1358";"  208919";"  208230";"     689";"  207786";"  207117";"     669";"  416705";"  403856";"  393156";"   10700";"   12849";"   12849";"   12849";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1622";"A043591";"2017KW01";"    7683";"       0";"    7295";"    7158";"     137";"    3649";"    3573";"      76";"    3646";"    3585";"      61";" 1113581";" 1109367";"    4214";"  557632";"  555514";"    2118";"  555949";"  553853";"    2096";" 1113581";" 1076602";" 1045378";"   31224";"   36979";"   36979";"   36979";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1623";"A043591";"2017MM04";"    3203";"       0";"    3059";"    3007";"      52";"    1530";"    1500";"      30";"    1529";"    1507";"      22";"  503029";"  500339";"    2690";"  242888";"  241739";"    1149";"  260141";"  258600";"    1541";"  503029";"  490799";"  473170";"   17629";"   12230";"   12230";"   12230";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1624";"A043591";"2017MM05";"    3505";"       0";"    3302";"    3229";"      73";"    1651";"    1614";"      37";"    1651";"    1615";"      36";"  544797";"  538100";"    6697";"  272007";"  268713";"    3294";"  272790";"  269387";"    3403";"  544797";"  533251";"  511315";"   21936";"   11546";"   11546";"   11546";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1625";"A043591";"2017MM06";"    3312";"       0";"    3233";"    3139";"      94";"    1617";"    1569";"      48";"    1616";"    1570";"      46";"  532103";"  523773";"    8330";"  264225";"  260179";"    4046";"  267878";"  263594";"    4284";"  532103";"  522645";"  500361";"   22284";"    9458";"    9458";"    9458";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1626";"A043591";"2017KW02";"   10020";"       0";"    9594";"    9375";"     219";"    4798";"    4683";"     115";"    4796";"    4692";"     104";" 1579929";" 1562212";"   17717";"  779120";"  770631";"    8489";"  800809";"  791581";"    9228";" 1579929";" 1546695";" 1484846";"   61849";"   33234";"   33234";"   33234";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1627";"A043591";"2017MM07";"    3480";"       0";"    3332";"    3223";"     109";"    1666";"    1609";"      57";"    1666";"    1614";"      52";"  567053";"  557564";"    9489";"  268137";"  263678";"    4459";"  298916";"  293886";"    5030";"  567053";"  555499";"  525882";"   29617";"   11554";"   11554";"   11554";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1628";"A043591";"2017MM08";"    3495";"       0";"    3335";"    3224";"     111";"    1668";"    1611";"      57";"    1667";"    1613";"      54";"  577120";"  567790";"    9330";"  296811";"  291974";"    4837";"  280309";"  275816";"    4493";"  577120";"  563967";"  533146";"   30821";"   13153";"   13153";"   13153";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1629";"A043591";"2017MM09";"    3378";"       0";"    3267";"    3168";"      99";"    1633";"    1583";"      50";"    1634";"    1585";"      49";"  553096";"  544220";"    8876";"  278361";"  273982";"    4379";"  274735";"  270238";"    4497";"  553096";"  542224";"  513779";"   28445";"   10872";"   10872";"   10872";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1630";"A043591";"2017KW03";"   10353";"       0";"    9934";"    9615";"     319";"    4967";"    4803";"     164";"    4967";"    4812";"     155";" 1697269";" 1669574";"   27695";"  843309";"  829634";"   13675";"  853960";"  839940";"   14020";" 1697269";" 1661690";" 1572807";"   88883";"   35579";"   35579";"   35579";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
